HEI,role,betweenness,closeness,degree,diversity,eccentricity,pagerank,personalized_pagerank,strength
F__MARSEIL51,3,838.512537641195,0.4048822586610776,55.0,1.0,5.0,0.00032971520450422113,0.00032971520450421403,55.0
F__STRASBO25,3,304.69417994453687,0.39357622243528284,51.0,1.0,6.0,0.0002662019304753066,0.00026620193047530193,51.0
G__ATHINE06,1,2027.7384528696089,0.4196268847431638,99.0,1.0,6.0,0.00044907884839416167,0.0004490788483941503,99.0
I__BOLOGNA03,1,1695.5410934613517,0.4207020240840379,94.0,1.0,6.0,0.0004158070909287161,0.0004158070909287037,94.0
I__FIRENZE03,1,4860.226971993895,0.408051689860835,53.0,1.0,6.0,0.00025346217646597246,0.00025346217646595825,53.0
I__MILANO11,3,5377.9558181047705,0.4094252586959232,78.0,1.0,6.0,0.0005017243098836195,0.0005017243098835992,78.0
I__PALERMO03,1,9821.795535610834,0.40714108604016863,48.0,1.0,6.0,0.00023684103202494696,0.0002368410320249326,48.0
LT_KAUNAS08,3,20913.110904827205,0.4286087183503002,134.0,1.0,5.0,0.00035872995347563705,0.0003587299534756308,134.0
LT_VILNIUS03,0,13650.683364923125,0.4353128313891835,168.0,1.0,5.0,0.0005776332018699854,0.0005776332018699529,168.0
LV_RIGA04,3,5209.5396797885105,0.42156611039794606,116.0,1.0,5.0,0.0004416819465704543,0.00044168194657045285,116.0
NL_EINDHOV04,3,510.9205724110768,0.40009746588693956,52.0,1.0,7.0,0.0003970095662702516,0.0003970095662702489,52.0
N__BERGEN04,3,494.24941684662645,0.4023523646165156,69.0,1.0,6.0,0.00035875775634867837,0.00035875775634866715,69.0
N__OSLO07,3,2047.1834713191145,0.40513200098692326,68.0,1.0,6.0,0.00039814586068914336,0.0003981458606890902,68.0
PL_GDANSK05,1,3329.3604797592047,0.4133417243549402,69.0,1.0,5.0,0.0002738575767914989,0.00027385757679148726,69.0
PL_KRAKOW10,0,8196.67876522744,0.43006809848088007,157.0,1.0,6.0,0.0007596024326153181,0.000759602432615298,157.0
P__PORTO08,1,5340.372179510362,0.41132264529058116,59.0,1.0,6.0,0.0003859557307704677,0.0003859557307704603,59.0
RO_BUCURES29,3,574.7877464996184,0.39095238095238094,47.0,1.0,6.0,0.00020016450715492644,0.00020016450715493463,47.0
SF_HELSINK06,1,1250.5591159738178,0.4247284014485256,90.0,1.0,6.0,0.00047901562081784305,0.0004790156208178394,90.0
SF_HELSINK30,3,434.77340725509424,0.39946478530592383,57.0,1.0,6.0,0.0004323219054800793,0.00043232190548008495,57.0
S__STOCKHO09,3,346.2445005346251,0.39263510282161646,54.0,1.0,6.0,0.00036183291602420443,0.0003618329160242313,54.0
UK_CARDIFF05,1,1197.8305144637563,0.4191983660965024,78.0,1.0,6.0,0.00041983555679966244,0.00041983555679965073,78.0
A__LINZ03,1,471.16102606339604,0.4146988256092941,65.0,1.0,6.0,0.00019975400315155222,0.0001997540031515539,65.0
G__THESSAL02,0,14387.606454163426,0.449001914137271,195.0,1.0,5.0,0.0003908820605748047,0.0003908820605748047,195.0
N__ELVERUM01,1,1164.5197923119558,0.4148035872173803,71.0,1.0,5.0,0.00037609578008600904,0.000376095780086005,71.0
TR_ANTALYA01,0,8231.815905493337,0.4426472570427281,189.0,1.0,6.0,0.0004165782015655632,0.0004165782015655477,189.0
UK_LONDON017,0,1827.744362396502,0.44145718510552495,186.0,1.0,5.0,0.0006072909508920406,0.0006072909508920478,186.0
A__LINZ04,1,574.4830932284369,0.4088136437196564,55.0,1.0,6.0,0.00015272925820863028,0.00015272925820862765,55.0
CH_ZURICH21,1,369.0338866061447,0.39965924303273703,48.0,1.0,6.0,0.00017712091369208942,0.00017712091369208592,48.0
DK_KOBENHA56,0,6968.654582460785,0.4390374331550802,136.0,1.0,6.0,0.000506459903274888,0.0005064599032748898,136.0
NL_UTRECHT27,1,264.82153503173447,0.3939539347408829,49.0,1.0,6.0,0.00017127725809903076,0.00017127725809902675,49.0
N__BODO04,1,139.42772443477193,0.388501123861351,33.0,1.0,6.0,0.00014696671346147336,0.0001469667134614654,33.0
S__GAVLE01,1,1473.5755960567624,0.434276646389844,97.0,1.0,6.0,0.00040143922393411915,0.00040143922393411037,97.0
S__MALMO01,0,7265.53472870053,0.454344216934145,222.0,1.0,5.0,0.0008565793426227053,0.0008565793426227147,222.0
UK_EDINBUR01,0,9943.493149557571,0.4532155672094949,339.0,1.0,5.0,0.0010378769781710432,0.0010378769781710327,339.0
UK_YORK03,1,3341.3535681286194,0.3957103265453669,50.0,1.0,6.0,0.00028559894329338137,0.00028559894329336326,50.0
A__LINZ11,1,7.359034453981757,0.3559505744634728,7.0,1.0,6.0,6.348736612642384e-05,6.348736612642015e-05,7.0
A__LINZ17,3,10825.753940069133,0.3753142857142857,41.0,1.0,6.0,0.00025931784448371767,0.0002593178444836838,41.0
DK_KOBENHA54,3,3155.3786741429426,0.3611569339052018,25.0,1.0,7.0,0.0002724018439079431,0.000272401843907931,25.0
D__DRESDEN05,3,251.84488396450158,0.34740294086533374,35.0,1.0,7.0,0.0001982861082217999,0.000198286108221777,35.0
D__FREIBUR03,3,2086.325154255544,0.3824385699312915,55.0,1.0,6.0,0.00044288634410866157,0.0004428863441086849,55.0
D__LEIPZIG09,1,333.98017724481537,0.4004878048780488,61.0,1.0,6.0,0.00026756695262437517,0.0002675669526243617,61.0
E__BARCELO22,3,1794.1654080282744,0.3937649880095923,46.0,1.0,6.0,0.00033831207571583796,0.00033831207571579833,46.0
E__VALENCI42,3,48.79032718935371,0.33978272115882047,11.0,1.0,6.0,9.269813406031934e-05,9.26981340603172e-05,11.0
NL_AMSTERD07,3,7638.774741192265,0.4172277982467285,125.0,1.0,6.0,0.0010265524303116728,0.0010265524303115859,125.0
N__OSLO42,3,5897.552734258625,0.27633793335577245,5.0,1.0,7.0,0.00014469686011666201,0.00014469686011665453,5.0
UK_FALMOUT01,3,4071.5987517143426,0.41323769976091607,79.0,1.0,6.0,0.00040169971270445306,0.0004016997127044496,79.0
UK_MANCHES10,3,1101.4129443928614,0.371535241543161,36.0,1.0,6.0,0.0002373405799512928,0.00023734057995129532,36.0
A__SALZBUR01,0,5516.221839689981,0.46568349404424275,333.0,1.0,6.0,0.0009185426074247924,0.0009185426074247898,333.0
BG_PLOVDIV04,1,2457.320135620684,0.4284409654272668,101.0,1.0,5.0,0.00020858831486662973,0.00020858831486662103,101.0
D__KONSTAN01,0,7208.900743273003,0.46621237932992615,373.0,1.0,5.0,0.0009511751444713035,0.000951175144471351,373.0
F__BORDEAU37,0,671.8588610898919,0.4360063728093468,178.0,1.0,6.0,0.0005289838283259894,0.000528983828326002,178.0
F__LA-ROCH08,1,1000.4515969136688,0.42950562385561075,104.0,1.0,5.0,0.00032220474550228586,0.00032220474550226087,104.0
F__MONTPEL03,0,4387.96255663774,0.4589155953046395,323.0,1.0,5.0,0.0009203058139177847,0.000920305813917792,323.0
F__PARIS001,0,2151.7628507167688,0.45459579180509413,291.0,1.0,6.0,0.0008619841266994707,0.0008619841266994889,291.0
PL_WLOCLWA01,2,0.0,0.36861600628577845,17.0,1.0,0.0,0.0001192069370105002,0.00011920693701049621,17.0
P__LISBOA01,0,20623.630519513867,0.4763562518131709,424.0,1.0,6.0,0.001329195455256203,0.001329195455256192,424.0
RO_TIMISOA01,0,23724.905432387306,0.45942921096810296,261.0,1.0,5.0,0.00049791827979385,0.0004979182797938308,261.0
TR_ISTANBU08,0,13394.58850437574,0.44258760107816714,238.0,1.0,5.0,0.0006220492598063998,0.0006220492598063965,238.0
TR_ISTANBU31,1,481.75839955353473,0.390487514863258,46.0,1.0,6.0,0.0001822093899920406,0.00018220938999204125,46.0
TR_IZMIR05,0,7091.16484463244,0.44205142011037823,153.0,1.0,5.0,0.0004958451245715768,0.0004958451245715832,153.0
UK_ABERYST01,0,5315.34005649198,0.42505824488739324,151.0,1.0,5.0,0.0004973145104195838,0.0004973145104195996,151.0
UK_COLERAI01,0,12177.577015729743,0.4482052681861608,207.0,1.0,5.0,0.0007729482580860752,0.0007729482580860769,207.0
UK_DUNDEE01,0,2543.384405068745,0.43108427408768707,141.0,1.0,6.0,0.0005199222792262185,0.0005199222792262392,141.0
UK_GUILDFO01,0,1253.556285761851,0.4318779589689637,142.0,1.0,6.0,0.0005304428847775521,0.0005304428847775565,142.0
UK_LEEDS01,0,19800.267636192348,0.45491065244493695,317.0,1.0,6.0,0.0011489476430446937,0.0011489476430446798,317.0
UK_LEEDS02,0,8570.780642927322,0.44649898028552004,175.0,1.0,5.0,0.0007563136078822427,0.0007563136078822394,175.0
UK_LEICEST01,0,1999.2700587636136,0.4386855463531926,204.0,1.0,5.0,0.0006184527105369682,0.000618452710536998,204.0
UK_NEWCAST01,0,11431.677190402012,0.45390463026952316,276.0,1.0,6.0,0.0008869877418332665,0.0008869877418332411,276.0
UK_NORWICH01,0,2357.62155300789,0.43153745072273325,148.0,1.0,6.0,0.0005011879550308405,0.0005011879550308307,148.0
A__SALZBUR02,3,8558.978494851825,0.417121808713324,125.0,1.0,6.0,0.0009510629564239105,0.0009510629564239427,125.0
DK_KOBENHA09,3,744.0800404080625,0.3712412389780692,50.0,1.0,6.0,0.0003391873805465667,0.000339187380546588,50.0
D__BERLIN17,3,43.7503007002526,0.3349994899520555,11.0,1.0,6.0,0.000166454702831763,0.00016645470283176126,11.0
D__GIESSEN01,0,8215.7966422069,0.4651558073654391,326.0,1.0,5.0,0.0006799749496735748,0.0006799749496735713,326.0
D__KOELN_03,3,338.7961876857484,0.36359610274579274,33.0,1.0,6.0,0.0002697575489954344,0.0002697575489954307,33.0
D__MANNHEI02,3,6743.9862094695645,0.3813726628730693,51.0,1.0,6.0,0.0003615351732260754,0.0003615351732260368,51.0
D__MUNCHEN03,3,1845.0627428755545,0.37377646255406327,44.0,1.0,7.0,0.0004166528585901984,0.00041665285859019595,44.0
D__ROSTOCK02,3,635.89226146619,0.3709896068685043,30.0,1.0,5.0,0.00016012676375066166,0.0001601267637506567,30.0
E__VALENCI67,3,6411.979782301711,0.37673511529195824,48.0,1.0,6.0,0.00027221019216637065,0.0002722101921663174,48.0
F__BESANCO14,3,1193.2917078762828,0.3926820518952529,31.0,1.0,6.0,0.00014961097071428147,0.00014961097071427792,31.0
I__MILANO09,3,895.3759913013379,0.3764759830333601,68.0,1.0,6.0,0.0004990185009275034,0.0004990185009274679,68.0
I__TRIESTE02,3,2903.5882289957167,0.39504390713340554,55.0,1.0,6.0,0.0003064413661373409,0.00030644136613727557,55.0
I__VENEZIA03,1,1254.3454437443672,0.41532819021120526,65.0,1.0,6.0,0.00033062579193319765,0.00033062579193318686,65.0
I__VERONA02,3,881.8381121262245,0.39272901219803874,49.0,1.0,6.0,0.00032334237149736744,0.00032334237149736364,49.0
LV_RIGA05,3,3642.4495459772297,0.3964268469338484,89.0,1.0,6.0,0.00031733805730643387,0.0003173380573064015,89.0
N__BERGEN05,0,2360.139224713662,0.4350245065571599,119.0,1.0,6.0,0.000480095144429196,0.0004800951444292008,119.0
N__OSLO03,3,1334.580383696042,0.3749286448224683,83.0,1.0,6.0,0.0005492470698676015,0.0005492470698676124,83.0
PL_KATOWIC04,3,729.3163751938876,0.38744690891930156,48.0,1.0,6.0,0.00019445520721479142,0.00019445520721478595,48.0
PL_KRAKOW11,3,41.76443566170996,0.33664787288569964,16.0,1.0,6.0,0.00012819883682111508,0.00012819883682111186,16.0
PL_LODZ04,3,1064.6200891414867,0.37501427429484985,30.0,1.0,6.0,0.00011783011338542536,0.00011783011338541983,30.0
UK_LONDON061,3,225.16430524175158,0.35765628403397953,37.0,1.0,6.0,0.0003024184255626018,0.000302418425562618,37.0
UK_LONDON081,3,436.54482352462554,0.3761741122565865,62.0,1.0,6.0,0.0006320055766067456,0.0006320055766067561,62.0
A__SALZBUR03,1,1464.5377798344125,0.4082038533250466,51.0,1.0,5.0,0.00018552412591806537,0.0001855241259180611,51.0
B__LIEGE42,1,30.778355054811694,0.3602062081825162,10.0,1.0,6.0,8.485634689899972e-05,8.485634689899575e-05,10.0
F__NANTES09,1,0.0,0.35190741534504927,4.0,1.0,0.0,6.97701117481171e-05,6.977011174811408e-05,4.0
HR_OSIJEK01,1,4069.9762933753414,0.4207559256886611,71.0,1.0,6.0,0.0001773666097196487,0.00017736660971964243,71.0
A__SALZBUR08,0,4345.277792111535,0.4329027155286053,129.0,1.0,6.0,0.0004881613019310229,0.00048816130193100107,129.0
BG_BLAGOEV03,1,1788.45702622826,0.41759918616480163,86.0,1.0,6.0,0.0002811587670388769,0.00028115876703887664,86.0
CZ_PRAHA04,0,20572.95576279751,0.43136739787206096,199.0,1.0,5.0,0.0010175226207464576,0.0010175226207464194,199.0
D__KREFELD01,0,2568.3508167272716,0.43815877251501,124.0,1.0,6.0,0.0003224646590378517,0.0003224646590378517,124.0
D__STRALSU01,1,997.5003207347064,0.4102948525737131,81.0,1.0,6.0,0.0002826548631159788,0.0002826548631159907,81.0
D__STUTTGA05,1,5301.203362367601,0.41235560020090406,72.0,1.0,6.0,0.0002603896677344455,0.0002603896677344441,72.0
E__ALBACET01,2,0.0,0.3537268418785006,11.0,1.0,0.0,0.00010931373497152184,0.00010931373497151781,11.0
E__BARCELO102,2,49.12388156379004,0.3662317385970782,18.0,1.0,6.0,0.0001307144585737437,0.0001307144585737336,18.0
F__LYON62,1,1589.6471552517737,0.40993633753588815,77.0,1.0,6.0,0.0002641376907398684,0.0002641376907398586,77.0
F__NANTES39,1,102.09230407272598,0.39912493923189113,38.0,1.0,6.0,0.00010586061024040517,0.0001058606102404029,38.0
F__REIMS23,1,142.06077285146904,0.38163858221963975,23.0,1.0,6.0,0.0001583653448972701,0.00015836534489727366,23.0
I__TORINO02,0,12343.615023714528,0.4622097114707952,379.0,1.0,5.0,0.0010920933289668732,0.0010920933289668773,379.0
LT_VILNIUS10,3,16573.556827962235,0.43125410374261325,118.0,1.0,6.0,0.00027254356006493034,0.0002725435600649219,118.0
LV_VALMIER01,1,373.4153754702223,0.41538072350113836,69.0,1.0,5.0,0.00014004103866106614,0.00014004103866106524,69.0
NL_HENGELO06,3,82.46510749437547,0.3723356009070295,23.0,1.0,6.0,0.00011345807431918412,0.00011345807431918169,23.0
N__KONGSBE01,1,623.4477725177558,0.40478244792308643,53.0,1.0,6.0,0.0002640285396562494,0.0002640285396562381,53.0
RO_BRASOV01,0,19037.620973638117,0.4568725653867557,255.0,1.0,5.0,0.0005418180617432104,0.0005418180617431998,255.0
SF_HELSINK39,1,983.4218776748968,0.40866102538576404,78.0,1.0,6.0,0.00033774199648650927,0.0003377419964865109,78.0
TR_ISTANBU10,1,3080.203339827764,0.40319214241866175,42.0,1.0,6.0,0.00010710797441920112,0.00010710797441919922,42.0
UK_LONDON128,0,20490.426790596106,0.4316508937960042,189.0,1.0,6.0,0.0010151840220732815,0.0010151840220732251,189.0
A__SPITTAL01,0,2476.442808883745,0.43519745560561884,121.0,1.0,6.0,0.00037691870697280854,0.00037691870697278686,121.0
B__BRUXEL82,0,4242.737053753548,0.43324538258575196,139.0,1.0,6.0,0.0004068759058333089,0.0004068759058332944,139.0
D__BERLIN09,1,19.10772215268526,0.36283283615070155,14.0,1.0,6.0,0.00012570977916311453,0.0001257097791631097,14.0
D__FRANKFU04,0,2096.621528376875,0.43641196013289035,135.0,1.0,5.0,0.00043628223048136204,0.00043628223048136204,135.0
D__ILMENAU01,1,315.5194502456154,0.41553840313804885,66.0,1.0,6.0,0.00015164452971699787,0.00015164452971699568,66.0
D__REGENSB02,0,2526.5900761700827,0.44169468728984534,118.0,1.0,5.0,0.0003686159043533146,0.00036861590435330175,118.0
F__POINT-P05,1,92.32109395188232,0.4065866039371054,56.0,1.0,6.0,0.0002190874680353485,0.00021908746803535266,56.0
F__TOULOUS23,0,1598.1480490481633,0.4266043128085217,158.0,1.0,6.0,0.0005822600893885193,0.000582260089388521,158.0
IRLLIMERIC02,1,660.8055538438753,0.4068888613554702,54.0,1.0,5.0,0.00028099263686836483,0.0002809926368683763,54.0
LI_VADUZ01,1,1543.0010361087948,0.42816166883963497,103.0,1.0,6.0,0.00031006695781504907,0.00031006695781506067,103.0
LT_VILNIUS11,3,2508.274820437561,0.3983986412713818,36.0,1.0,5.0,0.00015354025543798283,0.00015354025543797687,36.0
NL_WAGENIN01,0,5656.83647949651,0.45017135023989036,240.0,1.0,5.0,0.0007026481462346918,0.0007026481462346994,240.0
PL_WROCLAW03,0,11415.96774327399,0.4387441549766199,203.0,1.0,5.0,0.0005026177529504225,0.0005026177529504367,203.0
S__KARLSKR01,0,650.5954078810412,0.4252784252784253,105.0,1.0,6.0,0.00038830290468256485,0.0003883029046825611,105.0
S__TROLLHA01,0,1405.6048947867441,0.42032509919365163,104.0,1.0,6.0,0.0004359999158557355,0.0004359999158557232,104.0
A__ST-POLT03,3,7511.192716811509,0.4161175874303092,86.0,1.0,6.0,0.0003341169641504318,0.00033411696415042483,86.0
B__HASSELT03,1,1670.7299029083467,0.4253886010362694,81.0,1.0,6.0,0.00028991520149317703,0.00028991520149317785,81.0
CZ_ZLIN01,0,18064.650646400678,0.4594934937736113,245.0,1.0,5.0,0.0005921323910347543,0.0005921323910347437,245.0
D__DRESDEN07,1,125.19485128923856,0.3736913973600364,19.0,1.0,6.0,8.767914179078723e-05,8.767914179078362e-05,19.0
D__ERFURT03,3,375.4756498519614,0.38979228486646883,33.0,1.0,6.0,0.0001558556974789246,0.00015585569747892224,33.0
D__MUNCHEN11,1,476.6978131486501,0.39011641720123547,40.0,1.0,6.0,0.00018739702858318498,0.00018739702858318176,40.0
D__OFFENBU01,1,3573.884767042441,0.40548215829114703,51.0,1.0,5.0,0.00022194942660645859,0.00022194942660644612,51.0
E__MADRID17,0,2633.9014596918378,0.4287766026896462,156.0,1.0,6.0,0.00042261498567005234,0.000422614985670031,156.0
E__MURCIA04,0,6566.619229312802,0.4424087296241412,222.0,1.0,6.0,0.0005139845830546085,0.0005139845830546124,222.0
E__MURCIA05,0,7233.304899468932,0.42950562385561075,152.0,1.0,6.0,0.0004763511770580863,0.00047635117705811526,152.0
F__PARIS066,1,45.28103686503729,0.3980123621379227,38.0,1.0,6.0,0.00011611410707456462,0.00011611410707456163,38.0
LT_VILNIUS15,3,4744.881779520871,0.42352334279081766,107.0,1.0,5.0,0.00031182398178841703,0.00031182398178840505,107.0
PL_WARSZAW02,0,18827.07314534457,0.47374495095210617,394.0,1.0,5.0,0.0009352740855656903,0.0009352740855656551,394.0
UK_POOLE01,1,289.5557324113351,0.39504390713340554,52.0,1.0,6.0,0.00024662045300303056,0.00024662045300303257,52.0
A__WELS01,0,14838.924226969782,0.45085118066996155,241.0,1.0,5.0,0.0007698613942562738,0.000769861394256244,241.0
BG_VELIKO01,0,18758.921827189857,0.4535911602209945,196.0,1.0,4.0,0.0002919833246931959,0.0002919833246931898,196.0
B__GENT25,0,61206.1699596496,0.4780203784570597,412.0,1.0,5.0,0.0013123919358070208,0.0013123919358069855,412.0
CZ_MLADA01,3,229.9057783140996,0.37330908264180973,30.0,1.0,6.0,0.00012480144253491018,0.0001248014425349085,30.0
CZ_PARDUB01,0,11591.733990658538,0.4530905077262693,219.0,1.0,5.0,0.0004911274065708203,0.0004911274065708041,219.0
CZ_PRAHA13,3,4414.61574300947,0.39748244977003144,68.0,1.0,5.0,0.0002557678808975132,0.0002557678808975017,68.0
DK_KOBENHA52,1,101.59786997439497,0.40029254022428085,46.0,1.0,6.0,0.00021268971361020962,0.00021268971361020834,46.0
D__FURTWAN01,0,14304.58026546114,0.42134975622273546,100.0,1.0,5.0,0.0003317399229516332,0.0003317399229516274,100.0
D__KOBLENZ02,0,1728.4199288571715,0.4357171288310999,129.0,1.0,5.0,0.00025054176392832675,0.0002505417639283308,129.0
EE_TALLINN06,1,623.8946581618927,0.4156435894190609,58.0,1.0,6.0,0.0001889137523887524,0.0001889137523887493,58.0
F__CLERMON02,0,8745.023967647707,0.45917225950782997,274.0,1.0,5.0,0.0007358806600703541,0.0007358806600703559,274.0
F__PARIS270,1,669.75456635851,0.40274711797890606,68.0,1.0,6.0,0.0002877185915475431,0.0002877185915475388,68.0
HR_ZAGREB06,1,242.64463687809445,0.4012217470983506,64.0,1.0,6.0,0.00022174680387063023,0.00022174680387063224,64.0
LT_KAUNAS02,0,16418.46238595206,0.46727376209447924,328.0,1.0,5.0,0.0006142149963393803,0.0006142149963393695,328.0
MT_MALTA02,2,732.2895108150627,0.3461579002846,9.0,1.0,7.0,8.262033157396045e-05,8.262033157395753e-05,9.0
N__ALESUND01,3,2760.6877379596167,0.39301101005265676,41.0,1.0,6.0,0.0002318145808041544,0.00023181458080415043,41.0
N__MOLDE01,1,3008.1996758910173,0.40573264146281196,50.0,1.0,6.0,0.0002219260930271224,0.00022192609302712092,50.0
SF_KEMI05,3,5084.150232825562,0.3969059705100314,58.0,1.0,6.0,0.0002738883696689319,0.00027388836966892553,58.0
SF_KUOPIO08,0,17999.454463038175,0.45541533767854664,225.0,1.0,5.0,0.0007268423687299988,0.00072684236872999,225.0
SF_MIKKELI06,0,8322.993054438359,0.4418729817007535,163.0,1.0,5.0,0.00046839343812230124,0.00046839343812230536,163.0
SK_BANSK-S01,3,110.26162487409229,0.322023926260051,4.0,1.0,7.0,5.94444294736999e-05,5.944442947369711e-05,4.0
SK_BANSKA01,0,26153.16819404055,0.45541533767854664,229.0,1.0,5.0,0.0005552302686994873,0.0005552302686994749,229.0
SK_TRENCIN02,1,12.248137240039581,0.36163418125757074,12.0,1.0,6.0,7.48175638879641e-05,7.481756388796213e-05,12.0
S__MIDSWED01,0,2373.466166599418,0.4388027792624265,140.0,1.0,6.0,0.00060459701322623,0.000604597013226238,140.0
TR_IZMIR01,0,22910.14301731473,0.46286116983791403,301.0,1.0,5.0,0.0006411177844780999,0.0006411177844780798,301.0
TR_IZMIR04,0,3005.675566246864,0.43159416480483637,130.0,1.0,5.0,0.0003850873170941304,0.00038508731709413274,130.0
UK_HATFIEL01,0,10327.389736730407,0.4364699627857523,162.0,1.0,6.0,0.0006791369089903348,0.000679136908990333,162.0
A__WIEN01,0,35486.280095348906,0.48920005958587814,706.0,1.0,5.0,0.0020046294742439934,0.0020046294742439934,706.0
B__ANTWERP60,0,1761.8268838313184,0.4446249661521798,154.0,1.0,5.0,0.0004773847942779467,0.0004773847942779403,154.0
CH_BERN01,0,3189.6056756905255,0.4535911602209945,244.0,1.0,6.0,0.0005813596877694271,0.0005813596877694458,244.0
CH_ST-GALL09,1,202.97757261203054,0.40195838433292536,82.0,1.0,6.0,0.00030026697068563787,0.00030026697068564524,82.0
CZ_OLOMUC01,0,1982.3820040709743,0.44961664841182913,179.0,1.0,5.0,0.00025149456980745377,0.00025149456980745805,179.0
D__AUGSBUR01,0,11363.434129711664,0.4623398563987048,311.0,1.0,5.0,0.000685557180354073,0.0006855571803540899,311.0
D__OLDENBU01,0,4067.36502006063,0.4427069290913993,173.0,1.0,5.0,0.0004260663111400549,0.00042606631114005806,173.0
D__PASSAU01,0,4263.2337794849445,0.4460138530490289,226.0,1.0,5.0,0.0005125530538949139,0.0005125530538948947,226.0
D__STUTTGA02,0,1146.78708943174,0.43974290305302627,152.0,1.0,5.0,0.0003966819300894231,0.0003966819300894344,152.0
D__WUPPERT02,1,5898.528358830185,0.3604434200417078,9.0,1.0,6.0,0.00012720173784127814,0.00012720173784127147,9.0
D__WURZBUR01,0,7242.816834796195,0.4633182844243792,328.0,1.0,5.0,0.0008021198297122404,0.000802119829712258,328.0
EE_TARTU02,0,42249.82904077589,0.48529629082311215,507.0,1.0,5.0,0.0011317578901238626,0.0011317578901238608,507.0
EURFIESOLE01,1,0.23416930331822644,0.3449579831932773,5.0,1.0,7.0,5.893102950883604e-05,5.893102950883293e-05,5.0
E__MADRID28,0,2666.211791458747,0.40638534834797674,101.0,1.0,6.0,0.00046944309638691727,0.0004694430963869167,101.0
F__AVIGNON01,0,1279.6600872469787,0.4306320482559664,155.0,1.0,6.0,0.00043260662376616013,0.00043260662376616804,155.0
F__CERGY07,0,3626.163045091448,0.44619565217391305,210.0,1.0,5.0,0.0005254367575286631,0.0005254367575286639,210.0
F__CHAMBER07,1,190.86390093429793,0.4033902468984154,56.0,1.0,6.0,0.00017784964749787674,0.00017784964749788875,56.0
F__LE-HAVR11,1,1745.1818657184772,0.43006809848088007,112.0,1.0,5.0,0.00027307861048770407,0.00027307861048769973,112.0
F__LYON10,0,6385.057274392029,0.4350245065571599,183.0,1.0,5.0,0.0006701597908176567,0.0006701597908176295,183.0
F__MARSEIL55,1,197.37149894393994,0.4211876362703604,100.0,1.0,6.0,0.00034258592089041076,0.00034258592089041765,100.0
F__PARIS002,0,295.96856276381953,0.4290006531678641,141.0,1.0,6.0,0.00044740181713273837,0.00044740181713275495,141.0
F__PARIS011,0,2103.748364421322,0.4600728495376856,248.0,1.0,5.0,0.0007223679725697333,0.0007223679725697489,248.0
F__PARIS057,1,302.4022548002394,0.40917019686020434,63.0,1.0,6.0,0.00026508126834873334,0.00026508126834873984,63.0
F__PARIS100,1,150.5462983652775,0.40254964452071584,69.0,1.0,6.0,0.0002904560668655436,0.00029045606686553316,69.0
F__PARIS178,1,623.5419157208901,0.43313109997362176,110.0,1.0,5.0,0.00036588292909410205,0.00036588292909410053,110.0
F__PARIS369,1,1.4460042306620478,0.34380234505862645,12.0,1.0,6.0,9.306306967411735e-05,9.306306967411473e-05,12.0
F__RENNES02,0,10896.04795904902,0.4615600843288826,329.0,1.0,5.0,0.0008567967205716717,0.0008567967205716846,329.0
F__RENNES47,1,99.21314986413834,0.4074947263928527,54.0,1.0,5.0,0.00015324357905196665,0.00015324357905196703,54.0
F__VALENCI01,0,1713.9325422818445,0.43629600106284044,127.0,1.0,5.0,0.0003313792574170081,0.00033137925741699855,127.0
HU_BUDAPES10,1,1423.8483908430353,0.416751269035533,85.0,1.0,6.0,0.00018035642347079294,0.00018035642347079267,85.0
HU_BUDAPES47,1,3985.480245657658,0.41951967296882986,97.0,1.0,6.0,0.00040349658455592356,0.0004034965845559308,97.0
HU_DEBRECE01,0,25262.62323339594,0.47381330255374404,381.0,1.0,5.0,0.0006725078466283989,0.0006725078466283963,381.0
IRLDUBLIN17,1,0.0,0.33859160738220434,4.0,1.0,0.0,0.00011843113060075858,0.00011843113060075287,4.0
I__FIESOLE01,1,8.180715969921335,0.3596933187294633,13.0,1.0,6.0,0.00010120317084609376,0.00010120317084609275,13.0
I__PISA02,1,11.801416466410345,0.35996930834155433,24.0,1.0,6.0,0.00011896094400061001,0.00011896094400061071,24.0
I__ROMA05,1,612.4942861955128,0.42793849361480324,86.0,1.0,6.0,0.0003622507192206814,0.00036225071922068496,86.0
LT_KAUNAS01,0,17685.290375790977,0.4649582330454481,309.0,1.0,5.0,0.000554508308901074,0.0005545083089010942,309.0
LV_RIGA08,1,4218.844561603434,0.422542460113227,94.0,1.0,5.0,0.000223040165557454,0.00022304016555745108,94.0
PL_KATOWIC01,0,19331.91207452696,0.47211040828062106,326.0,1.0,5.0,0.0005492996456285819,0.0005492996456285836,326.0
PL_POZNAN01,0,41101.850500972134,0.487964338781575,532.0,1.0,5.0,0.0008554860930232326,0.0008554860930232576,532.0
SK_BRATISL08,1,1608.705356179914,0.4204865556978233,87.0,1.0,6.0,0.000170615250148167,0.00017061525014816641,87.0
S__STOCKHO03,0,5562.501008753392,0.4361801035994156,161.0,1.0,6.0,0.0007538372161513361,0.0007538372161513424,161.0
TR_ANKARA02,0,4782.527385335363,0.449001914137271,161.0,1.0,5.0,0.00024439409756833643,0.000244394097568336,161.0
TR_ANKARA04,0,6334.992022480471,0.4518436984039626,289.0,1.0,5.0,0.0006582106082702468,0.0006582106082702372,289.0
